query	alternative query	main passage	citation
情绪外溢的问题有什么？		"唠叨是奶奶最
大的特点，对于身边的所有人，她似 乎都不满意，她需要通过不断抱怨的方
式 与 身 边 的 所 有 人 进 行 沟 通 。 在 对 孙 女 的 照 顾 中 ， 她 实 际 是 承 担 着 “ 母 亲 ” 
的功能的，她为孙女的成长付 出的最多，但效果却并不如人意。她对自己儿 
子、 儿媳的抱怨，似 乎将孙女拉进成人的关系里，自己情绪情感的不断外溢"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2039"
厚的心里边界特点是什么？		"给受访者造成的感受是矛盾的，她既是“最
熟 悉 ” 奶 奶 的 人 ， 同 时 又 总 会 被 奶 奶 归 到 对 妈 妈 和 爸 爸 的 抱 怨 之 中 。 而 在 对
外的人际互 动 中，奶奶的心理边界又是厚的（这似 乎是过分的自我保护，认
为 其 他 人都不好，都不安全）奶奶一直沉浸在自己的情绪和感受里，而不能
看到孙女的真实状态。（奶奶会以否认的方式直接拒绝孙女的情绪情感状态）。"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2040"
强迫性心里边界是怎么样的？		"他 是 这 样 描 述 的 ： “ 企 业 单 位 的 行 政 管 理 人 员 ” ，
“ 脾 气 暴
躁 、 性 子 急 、 刚 愎 自 用 ”
，
“ 稍 微 有 一 丢 丢 的 不 可 避 免 的 失 误 ， 我 和 我 妈 都
会 被 管 ”
， 然 后 他 会 经 常 生 气 ， 甚 至 摔 东 西 、 摔 门 ” 如 果 受 访 者 犯 了 大 错 误
则 会 被 打 ， 父 亲 轻 易 不 动 手 ， 但 动 手 就 会 很 重 ， 用 皮 带 抽 后 背 ， “ 现 在 也 会 
一年挨打三四次"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2041"
孩子有什么心里边界的愿望？		"他 认 为 即 便 表 现 出 来 不 满 也 没 有 用 ， 虽
然 试 图 反 抗 过 ， 但 父 亲 会 用 更 猛 烈 的 方 式 （ “ 打 我 ” ） 打 压 回 去 。 他 希 望 “ 自
己能够对手机的使用自己说了算，想睡觉的时候就睡觉，想跟同学聊会电话，
也可以打电话，想跟同学一起打游戏的时候可以一起打游"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2042"
掌控家庭的感觉是怎么样的？		"父亲的边界是
清晰而僵硬的，这种强硬不 但在与 儿子的互 动 中，同时也 体现在与妻子的互 
动 中 。父亲掌控着家庭内的规则，并且这种规则是强硬和 不易改变的，父亲 
是家庭内绝对的权威。父亲的个性感鲜明，表现出 与妻子、 儿子上 下级的权
利 关 系 ， 他 们 都 需 要 对 父 亲 服 从"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2043"
一方家长的不作为会有什么结果？		"母 亲 “ 顺 从 ” 的 表 现 也 使 她 无 法 在 儿 子 需
要支持时提供帮助 。对于 受访者而言，不论是外显身体（空间）上，还是内 
隐的认知、情感、态度、 价 值观（选择什 么样的人 做朋友）等方面都不 同程
度的遭受着父亲的影响 。 受访者感觉自己没有独立的部分"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2044"
父母对子女的生体边界尊重是怎么样的？		"身体的边 界探讨中，特 别涉及到 隐私 部位的暴露底线、男女之间的 身体接
触边界以及身体的安全边界。这是边界的基础。父母亲对子女身体边界的尊重，
一般体现在异 性父母对 子女 身体边界 的尊重， 即在没 有经过 允许的 情况下 ，无过
分亲 昵的举止（如搂 脖抱腰、亲 吻脸颊 等） ，不邀请 异性 子女 共同 沐浴 ，不对子
女造成身体上 的伤害；对子 女身体边界 的无视， 则体 现在无 视子女 的身 体变 化随
意窥视、在被拒绝下仍希望与子女有亲昵举动以及特殊的边界侵入方式“打”。"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2045"
孩子逃离的心里是怎样的？		"在受访的36名高中生中，有2人（男生）报告说，自己洗澡时母亲会帮助擦
洗身体；16人（男生6人，女生10人）会报告说，自己的异性父母会要求与自己
有亲昵举动，当遭到拒绝时，6人（男生3人，女生3人）的父母会表示说“你都
是我 的” ；4人（男 生） 报告自己会因为父亲情绪不佳 等方面原因而遭到父亲在身
体上的惩罚，父亲会通过用直接攻击和间接攻击的方式对其进行惩罚；有2名男
生报告说在初四以前 曾经被 父亲体 罚过 ，但从 初四以后 父亲对自己的体罚没有 再 
出现过。当问及他们的感受时，这几位受访者普遍认为：“父亲没有把自己当做 
独立的人看，更别提尊重了”，哀伤、落寞、无助涌上他们的眉梢，当问及有何 
种方式面对时 ，他们 说： “上 了大学就 好了，我就 可以 脱离 他的掌控 了” 。显然 ，
逃离 家庭 成为他 们的首 选方式 。或许， 对于无力改变的当下情境 ，回避是他们 能
做出的最有效的保护自己的方式。"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2046"
父母和孩子在物体上边界的体现是怎么样的？		"此外 ，抽屉 、柜、书 包等物 ，本身即有明 确的 与他 物相 区分 的边 界， 具有保 
护其内部容纳空间与容纳物的功能，所以它们对于心理边界也具有特殊的意义。 
高中生是否拥有 自己的抽屉 、柜箱或书包 ，也可 视为空间 边界 的内容之一 。父母
是否允 许孩子 在房 门、抽屉 、箱柜上上 锁， 以及 是否上 锁， 体现着 高中生对于自
己空间边界的意识与维护能力。"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2047"
物体边界越界是怎么样的？		"在调查中研宄者发现：有1 6名学生（男生1 0名，女生6名）报告自己的日
记本曾 经被 父母翻看 过， 并对 其行为表现 出明确的 不满；有9名学生（ 男生 6名，
女生3名）怀疑自己的父母翻看过自己的日记，但自己并不能证明；有5名学生
（男生 2名，女生3名）表 示相 信自己的父母不会 偷偷翻看自 己的日记， 因为他 / 
她们认为父母对自己有足够的尊重，不会做这样的事情；有6名学生表示对此事 
不确定。
在受访的学生中，有8人（男5人，女3人）的父母试图要得到子女的Q Q 
密码、与朋友的聊天记录及手机密码；有27人（男生17人，女生10人）对手机
的使用需要跟父母进行协商使用时间，2人（男生1人，女生1人）的父母会以强
硬的方式安排孩子的使用时间，另外7人（男生3人，女生4人）可以有自己的
手机，但是上学时要锁进柜子里。"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2048"
亲子对手机的理解不同是怎么样的？		"而高中生对手机却有不同的理解，
他们认为：“正是因为有了手机，才可以使自己不用太多的时间面对父母，而去 
跟父 母讨论 无意 义的话 题， 相反，手机 可以 为他 们提供另 一种平台和 连接，他们 
可以随时与同 学和网友取得联系 ，述说自 己的焦虑而 不是真的跟 父母发生冲突” 
手机 成为他 们缓冲自己情 绪的 方式 ，成为有效 与外界联 结的 工具。 父母的直 接干
预_ “抢手机” “摔手机”常常是使冲突爆发的催化剂。"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2049"
随意进入孩子房间有问题吗？		"受访的17名男生中，4名男生报告在小学之前就己
经与父母分开睡，并有了自己独立的房间；有12名男生延迟到小学时与父母分房；
只有1名男生报告至今仍然经常与母亲同床，理由是因父亲打呼而影响母亲的睡
眠；有4名男生报告自己在房间是偶尔需要与父/母亲共用的，有3名的男高中生
报 告 说 “ 只 有 床 是 我 自 己 的 ”
， “ 他 总 是 需 要 与 我 共 用 一 个 房 间 ”
， “ 他 随 时 进
我的房间，也不敲门”；有1 0名男生会报告说“父母会经常参与到房间内物品的
摆放，房间内的打扫等事务”。"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2050"
父母对孩子成绩要求普遍是怎么样的？		"在访谈中，7 0 %的高中生会报告说“父母很看重自己的成绩”，要求自己“保 
证有效的学习时间”
，他们 希望 孩子 通过 减少娱 乐的时间（ 手机 上网、打游 戏、 
看综 艺节 目、追剧）、减 少兴趣爱 好的时间、减 少与同 伴相处的时间来尽 量多的
将时 间安排 在学 习上 ，并且会 参与 到孩子 课业时间安排 的计 划中 ，并对 孩子 进行
监督，并认为 “高中期间除了学习，其 他的都没用”
，他 们希望孩子“ 不整那些 
没用的”而是“专心的把成绩搞上去”。"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2051"
学习可以是父母的挡箭牌吗？		"有学者曾经指出：中国家庭的十种界限不清主要包括“家庭中有一个过度严 
厉 的 父 亲 ” 、 “ 过 分 唠 叨 的 妈 妈 ” 、 “ 家 庭 里 的 话 题 被 限 制 ” 、 “ 隔 代 卷 入 ” 等 。 
在调查研究中研究者发现：“学习”是高中生家长关注度最高的方面，在中国的
家庭里，最容易被谈起，也最容易掩盖事实真相的就是孩子的“学习”。很多父
母跟孩子除了 “学习 ”找不 到 其 他的话题，“学习 ”成为 中国家庭最高谈阔论的
事情，大家都躲在“学习”这个话题的后面，很少去面对各自的真实感受。父母
用“学习”这个话题与孩子进行连接，既可以不表达自己真实的部分，同时也拒
绝去感受和 面对孩 子真实完 整的部 分，他们 会用对于孩子 成绩的 不满意 来掩 盖他 
们内 心的恐惧 和不 安，而 这一部分也 是他们 自己没 有能力处理的 部分，所以就拿
学习这块遮羞 布来 挡住。 可以 不用去面对来 自自 身的 恐惧 和不 安，而 将责任都外
归因于孩子（你是不用功的，你是责任主体，是你引发了我的愤怒和焦虑）"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2052"
家长对性方面的指导缺乏的体现是怎么样的？		"，他们 通过 延迟孩子 正常 生理 、心理需
要的方式，去回避自己担心和焦虑的话题。而在调查中，笔者发现有8名高中生
谈到自己有过性经历，而他 们在这个过程中感受 到的是“ 兴奋” “ 不安” “羞愧” 
“恐惧”等复杂的情感体验。 他 们认为 “早恋”是不被父母和老师接受的，但是
他们 又因为内 心真实的感受而试 图去跨越 父母、老师给自 己的限 定。这也会 让笔
者联 想到我国 与西方在 性教 育方面的 差异 ，而 这种 差异 主要来自于文化。"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2053"
和孩子的距离是如何演变的？		"敢怒不敢言。在受访者中有20人（男生7人，女生13人）会采用 表面 服从、 
隐藏情绪变化、隐性攻击（不高兴、翻白眼）的方式表达对父母边界侵入的不满，
而他 们的这种不满多来自于父母带给他们的“不被尊重”、“不被信任”的感受。 
有情 绪反应，说 明高中生在对 父母与自己的认 知评 价进行 分化 ，以不 断建 构和丰 
富自己的自我认知，这与过去“没有不满”形成对比，他们在用这种不满，表达
着他们 的自 我意 识。与 父母拉 开距离 ，首 先是先从 对父母的不满开 始的。如果 父
母忽 视他们 的不满，那 么他 们只 能通 过使用一个 更大 程度上的不满才 能让 父母明
确知道他们之间的不同。"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2054"
用钱胁迫孩子是好的吗？		"我国 作为 农业 大国 ，这 种不分 化的家庭 结构受生存环境、资源缺乏等现 实因
素限制，因为并不富饶的生存资源要求我们的家庭必须以大家族合作的方式生存。 
高中生在访谈中也 会经常提到父母要求自己服从的一个理由就是“你花了我的钱，
我养着你，所以必须要听我的”，这似乎又与资源如何分配和使用相联系。在物
质资 源不富足的 情况下 ，资 源的共有也会 成为人 们维系 关系的 重要 手段 ，但是在
今天快 速发展和转型的中国，当富 足的 物质 资源足以保 证基本 生活所 需时，我们 
的父 母又要用 什么 来和自己的子女 进行 联结 呢？仅仅 依靠道 德上的谴 责， 能够达
到维护关系的期待吗？"	"[1]葛虹宇. 高中生亲子心理边界的调查研究[D].哈尔滨师范大学,2055"
